permit_number,lease_name,operator_name,operator_number,county_code,county_name,district,issue_date,received_date,amended_date,extended_date,spud_date,well_number,well_status,total_depth,application_type,app_type_desc,horizontal_flag,directional_flag,sidetrack_flag,surface_section,surface_block,surface_survey,surface_abstract,gis_surface_lat,gis_surface_lon,gis_bottomhole_lat,gis_bottomhole_lon,field_count,field_numbers,lease_count,survey_count,restriction_count,remark_count,address
20911622,5BRIT CLARE 'A',"5BASIN OIL & GAS OPERATING, LLC",1054430,9445,,11,,,,,,1  18,0,8700,001,,N,NN,NN,22      D,D14,"C&M RR CO / JONES, B",869,933.2725210,4102.5670239,933.2725210,5102.5670239,1,387254240,0,0,2,4,
20911623,9BRASK,"5LEWIS PETRO PROPERTIES, INC.",4499978,9479,,04,,,,,,1 100H,0,9000,801,,Y,NN,NN,1045,,LI&A ASSOC,372,927.9692139,499.9014639,727.9683191,599.9308377,1,339744500,1,1,2,16,
20911624,9BRASK,"5LEWIS PETRO PROPERTIES, INC.",4499978,9479,,04,,,,,,41000H,0,9000,801,,Y,NN,NN,1045,,LI&A ASSOC,372,627.9692556,499.9014556,227.9669430,599.9309162,1,339744250,1,1,2,16,
20911633,3LECHWE UNIT,"5PILLAR EFS, LLC",1665543,9013,,01,,,,,,1   2H,0,9500,301,,Y,NN,NN,,,"DE LA GARZA, J",318,828.9097706,498.2643928,428.8950594,598.2508124,1,327135700,0,1,2,16,
20911634,3LECHWE UNIT,"5PILLAR EFS, LLC",1665543,9013,,01,,,,,,1   3H,0,9500,301,,Y,NN,NN,,,"DE LA GARZA, J",318,928.9098149,498.2643329,628.8950944,598.2479806,1,327135700,0,1,2,16,
20911635,1SOJO-TOUCHSTONE,5L.C.S. PRODUCTION COMPANY,8479574,9151,,08,,,,,,8  15,0,5400,414,,N,NN,NN,1       1,19,T&P RR CO,1120,932.6164511,4100.1633709,932.6164511,5100.1633709,1,348422500,1,0,1,4,
20911636,5COBRA 15-22,5BAYSWATER OPERATING COMPANY LLC,0058827,9335,,10,,,,,,0H  3W,0,7100,701,,Y,NN,NN,10      2,29 T1N,"T&P RR CO / FOUCH, W S",1344,832.4074130,4101.1476918,232.3901339,5101.1411822,1,385280300,0,1,1,16,30 17TH ST STE 500
20911638,3TEA OLIVE,6AETHON ENERGY OPERATING LLC,6008555,9403,,06,,,,,,6   1,0,8000,501,,N,NN,NN,,,"MOTT, J",43,31.3996230,493.9230170,31.3996230,593.9230170,1,300012001,0,0,2,4,
20911639,"5BROWN, WILLIAMS ET AL","6DOUBLE M PETROPROPERTIES, INC.",3224867,9275,,13,,,,,,3   1,0,7000,701,,N,NN,NN,7       4,4,D&W RR CO,536,333.8028629,499.8089143,333.8028629,599.8089143,4,300022001; 304412500; 349959001; 368080500,3,0,1,4,O BOX 232
20911646,7BREEDLOVE URSA,6DEEP BLUE OPERATING I LLC,0101491,9317,,10,,,,,,0   2D,0,5500,114,,N,NN,NN,,,BRISCOE CSL  LGE 256,595,132.4214611,4102.1193861,132.4214611,5102.1193861,1,385280300,0,0,2,4,
20911648,7SAGUARO SWD 2,"6STONEHILL MARTIN, LLC",0823798,9317,,10,,,,,,0   2,0,5200,801,,N,NN,NN,36      3,37 T1N,"T&P RR CO / EVANS, W H",934,232.1839319,4101.9039462,232.1839319,5101.9039462,1,385280300,1,0,2,4,DESTA DRIVE STE 3700
